"","SPCODE","SITE_ID","LENGTH_MM","TISSUE","BIOLOGICALS_COMMENTS","SCIENTIFIC_NAME","COMMON_NAME"
"528",37445006,"N23.1",303,10084422,"(null)","Seriolella punctata","Silver Warehou"
"529",37445006,"N23.1",318,10084451,"(null)","Seriolella punctata","Silver Warehou"
"530",37445006,"N23.1",294,10084215,"(null)","Seriolella punctata","Silver Warehou"
"531",37287093,"N23.1",395,10084651,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"532",37287093,"N23.1",277,10084681,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"533",37287093,"N23.1",267,10084484,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"534",37287093,"N23.1",239,10083937,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"535",37287093,"N23.1",235,10083967,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"536",37287093,"N23.1",225,10083844,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"537",37287093,"N23.1",236,10083733,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"538",37287093,"N23.1",272,10083703,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"539",37287093,"N23.1",229,10083850,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"540",37287093,"N23.1",220,10083796,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"541",37439002,"N23.1",258,10083777,"(null)","Rexea solandri","Gemfish"
"542",37439002,"N23.1",251,10083805,"(null)","Rexea solandri","Gemfish"
"543",37439002,"N23.1",250,10084274,"(null)","Rexea solandri","Gemfish"
"544",37439002,"N23.1",278,10084216,"(null)","Rexea solandri","Gemfish"
"545",37439002,"N23.1",244,10084218,"(null)","Rexea solandri","Gemfish"
"546",37439002,"N23.1",271,10084220,"(null)","Rexea solandri","Gemfish"
"547",37439002,"N23.1",255,10084276,"(null)","Rexea solandri","Gemfish"
"548",37439002,"N23.1",278,10083715,"(null)","Rexea solandri","Gemfish"
"549",37439002,"N23.1",271,10084037,"(null)","Rexea solandri","Gemfish"
"550",37439002,"N23.1",276,10083974,"(null)","Rexea solandri","Gemfish"
"551",37227001,"N23.1",311,10083851,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"552",37227001,"N23.1",416,10083824,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"553",37227001,"N23.1",335,10083821,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"554",37227001,"N23.1",338,10083915,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"555",37227001,"N23.1",428,10083847,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"556",37227001,"N23.1",357,10084482,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"557",37227001,"N23.1",330,10083849,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"558",37227001,"N23.1",307,10084395,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"559",37227001,"N23.1",326,10083817,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"560",37227001,"N23.1",447,10083814,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"561",37296001,"N23.2",520,10084704,"(null)","Platycephalus richardsoni","Tiger Flathead"
"562",37287093,"N23.2",307,10084654,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"563",37287093,"N23.2",321,10084590,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"564",37287093,"N23.2",293,10084593,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"565",37287093,"N23.2",187,10084504,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"566",37287093,"N23.2",271,10084737,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"567",37287093,"N23.2",232,10084707,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"568",37287093,"N23.2",281,10084530,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"569",37287093,"N23.2",218,10084679,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"570",37287093,"N23.2",220,10084563,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"571",37287093,"N23.2",305,10084503,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"572",37445006,"N23.2",295,10084683,"(null)","Seriolella punctata","Silver Warehou"
"573",37445006,"N23.2",253,10084711,"(null)","Seriolella punctata","Silver Warehou"
"574",37445006,"N23.2",276,10083698,"(null)","Seriolella punctata","Silver Warehou"
"575",37445006,"N23.2",295,10083773,"(null)","Seriolella punctata","Silver Warehou"
"576",37445006,"N23.2",304,10084040,"(null)","Seriolella punctata","Silver Warehou"
"577",37445006,"N23.2",281,10083918,"(null)","Seriolella punctata","Silver Warehou"
"578",37445006,"N23.2",308,10083858,"(null)","Seriolella punctata","Silver Warehou"
"579",37377003,"N23.2",316,10083919,"(null)","Nemadactylus macropterus","Jackass Morwong"
"580",37377003,"N23.2",341,10083914,"(null)","Nemadactylus macropterus","Jackass Morwong"
"581",37377003,"N23.2",306,10083887,"(null)","Nemadactylus macropterus","Jackass Morwong"
"582",37377003,"N23.2",337,10083884,"(null)","Nemadactylus macropterus","Jackass Morwong"
"583",37377003,"N23.2",284,10084391,"(null)","Nemadactylus macropterus","Jackass Morwong"
"584",37377003,"N23.2",336,10084262,"no guts","Nemadactylus macropterus","Jackass Morwong"
"585",37377003,"N23.2",345,10083862,"(null)","Nemadactylus macropterus","Jackass Morwong"
"586",37377003,"N23.2",326,10083841,"(null)","Nemadactylus macropterus","Jackass Morwong"
"587",37377003,"N23.2",259,10083881,"(null)","Nemadactylus macropterus","Jackass Morwong"
"588",37377003,"N23.2",317,10083892,"(null)","Nemadactylus macropterus","Jackass Morwong"
"589",37228002,"N23.2",573,10084624,"(null)","Genypterus blacodes","Pink Ling"
"590",37228002,"N23.2",462,10083886,"(null)","Genypterus blacodes","Pink Ling"
"591",37227001,"N23.2",612,10084535,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"592",37227001,"N23.2",438,10084505,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"593",37227001,"N23.2",304,10084705,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"594",37227001,"N23.2",446,10084564,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"595",37227001,"N23.2",307,10084501,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"596",37227001,"N23.2",355,10084531,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"597",37227001,"N23.2",326,10084561,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"598",37227001,"N23.2",440,10084591,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"599",37439002,"N23.2",277,10084537,"(null)","Rexea solandri","Gemfish"
"600",37439002,"N23.2",266,10084599,"(null)","Rexea solandri","Gemfish"
"601",37439002,"N23.2",288,10084536,"(null)","Rexea solandri","Gemfish"
"602",37439002,"N23.2",269,10084571,"(null)","Rexea solandri","Gemfish"
"603",37439002,"N23.2",283,10084606,"(null)","Rexea solandri","Gemfish"
"604",37439002,"N23.2",279,10084598,"(null)","Rexea solandri","Gemfish"
"605",37439002,"N23.2",277,10084546,"(null)","Rexea solandri","Gemfish"
"606",37439002,"N23.2",265,10084573,"(null)","Rexea solandri","Gemfish"
"607",37439002,"N23.2",257,10084517,"(null)","Rexea solandri","Gemfish"
"608",37439002,"N23.2",255,10084425,"(null)","Rexea solandri","Gemfish"
"609",37296001,"N23.2",502,10084710,"(null)","Platycephalus richardsoni","Tiger Flathead"
"610",37296001,"N23.2",513,10084650,"(null)","Platycephalus richardsoni","Tiger Flathead"
"611",37296001,"N23.2",618,10084540,"(null)","Platycephalus richardsoni","Tiger Flathead"
"612",37296001,"N23.2",550,10084510,"(null)","Platycephalus richardsoni","Tiger Flathead"
"613",37296001,"N23.2",582,10084706,"(null)","Platycephalus richardsoni","Tiger Flathead"
"614",37296001,"N23.2",583,10084565,"(null)","Platycephalus richardsoni","Tiger Flathead"
"615",37296001,"N23.2",580,10084592,"(null)","Platycephalus richardsoni","Tiger Flathead"
"616",37296001,"N23.2",558,10084596,"(null)","Platycephalus richardsoni","Tiger Flathead"
"617",37296001,"N23.2",558,10084648,"(null)","Platycephalus richardsoni","Tiger Flathead"
"618",37038004,"N23.3",284,10084192,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"619",37038004,"N23.3",288,10084249,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"620",37038004,"N23.3",338,10084191,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"621",37038004,"N23.3",353,10084188,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"622",37038004,"N23.3",275,10084253,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"623",37038002,"N23.3",280,10084193,"(null)","Urolophus cruciatus","Banded Stingaree"
"624",37038002,"N23.3",338,10084221,"(null)","Urolophus cruciatus","Banded Stingaree"
"625",37038002,"N23.3",341,10084279,"(null)","Urolophus cruciatus","Banded Stingaree"
"626",37038002,"N23.3",321,10084189,"(null)","Urolophus cruciatus","Banded Stingaree"
"627",37038002,"N23.3",305,10084259,"(null)","Urolophus cruciatus","Banded Stingaree"
"628",37038002,"N23.3",278,10084256,"(null)","Urolophus cruciatus","Banded Stingaree"
"629",37264004,"N23.3",349,NA,"(null)","Zeus faber","John Dory"
"630",37264004,"N23.3",373,NA,"(null)","Zeus faber","John Dory"
"631",37264004,"N23.3",314,NA,"(null)","Zeus faber","John Dory"
"632",37264004,"N23.3",476,NA,"(null)","Zeus faber","John Dory"
"633",37264004,"N23.3",378,NA,"(null)","Zeus faber","John Dory"
"634",37264004,"N23.3",429,NA,"(null)","Zeus faber","John Dory"
"635",37264004,"N23.3",412,NA,"(null)","Zeus faber","John Dory"
"636",37264004,"N23.3",375,NA,"(null)","Zeus faber","John Dory"
"637",37264004,"N23.3",363,NA,"(null)","Zeus faber","John Dory"
"638",37264004,"N23.3",401,NA,"(null)","Zeus faber","John Dory"
"639",37445006,"N23.3",241,10084307,"(null)","Seriolella punctata","Silver Warehou"
"640",37445006,"N23.3",261,10084330,"(null)","Seriolella punctata","Silver Warehou"
"641",37445006,"N23.3",235,10084329,"(null)","Seriolella punctata","Silver Warehou"
"642",37287093,"N7.2",240,10081453,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"643",37038007,"N7.2",326,10081794,"(null)","Urolophus viridis","Greenback Stingaree"
"644",37439002,"N7.2",387,NA,"(null)","Rexea solandri","Gemfish"
"645",37439002,"N7.2",278,NA,"immature","Rexea solandri","Gemfish"
"646",37439002,"N7.2",268,NA,"(null)","Rexea solandri","Gemfish"
"647",37439002,"N7.2",375,NA,"(null)","Rexea solandri","Gemfish"
"648",37439002,"N7.2",386,NA,"immature","Rexea solandri","Gemfish"
"649",37439002,"N7.2",258,NA,"(null)","Rexea solandri","Gemfish"
"650",37439002,"N7.2",263,NA,"(null)","Rexea solandri","Gemfish"
"651",37439002,"N7.2",295,NA,"(null)","Rexea solandri","Gemfish"
"652",37439002,"N7.2",390,NA,"immature","Rexea solandri","Gemfish"
"653",37439002,"N7.2",272,NA,"(null)","Rexea solandri","Gemfish"
"654",37296001,"N7.3",330,10081842,"start op 46","Platycephalus richardsoni","Tiger Flathead"
"655",37296001,"N7.3",407,10081429,"(null)","Platycephalus richardsoni","Tiger Flathead"
"656",37296001,"N7.3",358,10081397,"(null)","Platycephalus richardsoni","Tiger Flathead"
"657",37296001,"N7.3",301,10081729,"(null)","Platycephalus richardsoni","Tiger Flathead"
"658",37296001,"N7.3",422,10081460,"(null)","Platycephalus richardsoni","Tiger Flathead"
"659",37296001,"N7.3",424,10081395,"(null)","Platycephalus richardsoni","Tiger Flathead"
"660",37296001,"N7.3",428,10081654,"(null)","Platycephalus richardsoni","Tiger Flathead"
"661",37296001,"N7.3",442,10081683,"(null)","Platycephalus richardsoni","Tiger Flathead"
"662",37296001,"N7.3",415,10081819,"(null)","Platycephalus richardsoni","Tiger Flathead"
"663",37296001,"N7.3",443,10081849,"(null)","Platycephalus richardsoni","Tiger Flathead"
"664",37439002,"N7.3",262,NA,"(null)","Rexea solandri","Gemfish"
"665",37439002,"N7.3",259,NA,"(null)","Rexea solandri","Gemfish"
"666",37439002,"N7.3",286,NA,"(null)","Rexea solandri","Gemfish"
"667",37439002,"N7.3",265,NA,"(null)","Rexea solandri","Gemfish"
"668",37439002,"N7.3",273,NA,"(null)","Rexea solandri","Gemfish"
"669",37439002,"N7.3",271,NA,"(null)","Rexea solandri","Gemfish"
"670",37439002,"N7.3",281,NA,"(null)","Rexea solandri","Gemfish"
"671",37439002,"N7.3",257,NA,"(null)","Rexea solandri","Gemfish"
"672",37439002,"N7.3",248,NA,"(null)","Rexea solandri","Gemfish"
"673",37038007,"N7.3",319,10081857,"(null)","Urolophus viridis","Greenback Stingaree"
"674",37038007,"N7.3",308,10081516,"(null)","Urolophus viridis","Greenback Stingaree"
"675",37038007,"N7.3",440,10081549,"pupping","Urolophus viridis","Greenback Stingaree"
"676",37038007,"N7.3",303,10081827,"(null)","Urolophus viridis","Greenback Stingaree"
"677",37038007,"N7.3",308,10081531,"small eggs","Urolophus viridis","Greenback Stingaree"
"678",37038007,"N7.3",314,10081591,"(null)","Urolophus viridis","Greenback Stingaree"
"679",37038007,"N7.3",321,10081592,"(null)","Urolophus viridis","Greenback Stingaree"
"680",37038007,"N7.3",229,10081546,"immature","Urolophus viridis","Greenback Stingaree"
"681",37038004,"N7.3",331,10081609,"developing eggs","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"682",37038004,"N7.3",297,10081579,"developing eggs","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"683",37038004,"N7.3",302,10081548,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"684",37038001,"N7.3",400,10081653,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"685",37038001,"N7.3",505,10081708,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"686",37038001,"N7.3",438,10081738,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"687",37038001,"N7.3",420,10081678,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"688",37038001,"N7.3",400,10081737,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"689",37038001,"N7.3",435,10081647,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"690",37038001,"N7.3",402,10081450,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"691",37038001,"N7.3",441,10081509,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"692",37038001,"N7.3",596,10081593,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"693",37038001,"N7.3",412,10081564,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"694",37264004,"N7.3",270,10081624,"(null)","Zeus faber","John Dory"
"695",37038002,"N7.3",299,10081519,"small eggs","Urolophus cruciatus","Banded Stingaree"
"696",37038002,"N7.3",265,10081535,"small eggs","Urolophus cruciatus","Banded Stingaree"
"697",37038002,"N7.3",248,10081568,"(null)","Urolophus cruciatus","Banded Stingaree"
"698",37038002,"N7.3",224,10081565,"(null)","Urolophus cruciatus","Banded Stingaree"
"699",37038002,"N7.3",210,10081530,"immature","Urolophus cruciatus","Banded Stingaree"
"700",37445006,"N7.3",225,10081538,"(null)","Seriolella punctata","Silver Warehou"
"701",37445006,"N7.3",217,10081567,"(null)","Seriolella punctata","Silver Warehou"
"702",37287093,"N7.3",212,10081610,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"703",37287093,"N7.3",205,10081580,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"704",37287093,"N7.3",200,10081550,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"705",37287093,"N7.3",198,10081520,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"706",37287093,"N7.3",217,10081605,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"707",37287093,"N7.3",212,10081575,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"708",37287093,"N7.3",234,10081541,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"709",37287093,"N7.3",178,10081588,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"710",37287093,"N7.3",113,10081576,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"711",37227001,"N9.1",456,10081735,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"712",37227001,"N9.1",487,10081649,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"713",37227001,"N9.1",451,10081679,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"714",37227001,"N9.1",460,10081644,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"715",37227001,"N9.1",442,10081674,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"716",37227001,"N9.1",378,10081704,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"717",37227001,"N9.1",308,10081734,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"718",37227001,"N9.1",447,10081443,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"719",37227001,"N9.1",436,10081739,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"720",37227001,"N9.1",835,10081655,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"721",37228002,"N9.1",680,10081672,"(null)","Genypterus blacodes","Pink Ling"
"722",37228002,"N9.1",650,10081736,"(null)","Genypterus blacodes","Pink Ling"
"723",37228002,"N9.1",705,10081731,"(null)","Genypterus blacodes","Pink Ling"
"724",37228002,"N9.1",620,10082212,"(null)","Genypterus blacodes","Pink Ling"
"725",37228002,"N9.1",648,10082255,"(null)","Genypterus blacodes","Pink Ling"
"726",37228002,"N9.1",618,10081701,"(null)","Genypterus blacodes","Pink Ling"
"727",37228002,"N9.1",755,10082254,"(null)","Genypterus blacodes","Pink Ling"
"728",37228002,"N9.1",852,10082180,"(null)","Genypterus blacodes","Pink Ling"
"729",37038002,"N9.1",228,10081642,"developing eggs","Urolophus cruciatus","Banded Stingaree"
"730",37445006,"N9.1",387,10081702,"(null)","Seriolella punctata","Silver Warehou"
"731",37287093,"N9.1",415,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"732",37287093,"N9.1",329,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"733",37287093,"N9.1",306,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"734",37287093,"N9.1",239,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"735",37287093,"N9.1",296,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"736",37287093,"N9.1",279,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"737",37287093,"N9.1",156,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"738",37287093,"N9.1",204,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"739",37287093,"N9.1",183,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"740",37287093,"N9.1",273,NA,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"741",37439002,"N9.1",396,NA,"(null)","Rexea solandri","Gemfish"
"742",37439002,"N9.1",449,NA,"(null)","Rexea solandri","Gemfish"
"743",37439002,"N9.1",301,NA,"(null)","Rexea solandri","Gemfish"
"744",37439002,"N9.1",264,NA,"(null)","Rexea solandri","Gemfish"
"745",37439002,"N9.1",240,NA,"(null)","Rexea solandri","Gemfish"
"746",37439002,"N9.1",276,NA,"(null)","Rexea solandri","Gemfish"
"747",37228002,"N9.3",747,10082116,"(null)","Genypterus blacodes","Pink Ling"
"748",37228002,"N9.3",572,10082085,"(null)","Genypterus blacodes","Pink Ling"
"749",37228002,"N9.3",708,10082006,"(null)","Genypterus blacodes","Pink Ling"
"750",37228002,"N9.3",657,10082086,"(null)","Genypterus blacodes","Pink Ling"
"751",37228002,"N9.3",575,10082091,"(null)","Genypterus blacodes","Pink Ling"
"752",37228002,"N9.3",469,10082121,"(null)","Genypterus blacodes","Pink Ling"
"753",37287093,"N9.3",302,10082078,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"754",37287093,"N9.3",408,10082107,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"755",37287093,"N9.3",380,10082048,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"756",37287093,"N9.3",314,10082047,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"757",37287093,"N9.3",405,10082046,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"758",37287093,"N9.3",347,10082076,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"759",37287093,"N9.3",230,10082106,"(null)","Helicolenus barathri","Bigeye Ocean Perch"
"760",37227001,"N9.3",923,10081976,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"761",37227001,"N9.3",810,10082055,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"762",37227001,"N9.3",483,10082115,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"763",37227001,"N9.3",680,10082118,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"764",37227001,"N9.3",330,10082088,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"765",37227001,"N9.3",330,10082119,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"766",37227001,"N9.3",792,10082058,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"767",37227001,"N9.3",812,10082089,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"768",37227001,"N9.3",326,10082059,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"769",37227001,"N9.3",712,10082120,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"770",37439002,"N9.3",421,NA,"(null)","Rexea solandri","Gemfish"
"771",37439002,"N9.3",277,NA,"(null)","Rexea solandri","Gemfish"
"772",37439002,"N9.3",256,NA,"(null)","Rexea solandri","Gemfish"
"773",37439002,"N9.3",310,NA,"(null)","Rexea solandri","Gemfish"
"774",37439002,"N9.3",268,NA,"(null)","Rexea solandri","Gemfish"
"775",37439002,"N9.3",296,NA,"(null)","Rexea solandri","Gemfish"
"776",37439002,"N9.3",276,NA,"(null)","Rexea solandri","Gemfish"
"777",37439002,"N9.3",295,NA,"(null)","Rexea solandri","Gemfish"
"778",37439002,"N9.3",276,NA,"(null)","Rexea solandri","Gemfish"
"779",37439002,"N9.3",291,NA,"(null)","Rexea solandri","Gemfish"
"780",37440002,"N9.3",1370,10082070,"(null)","Lepidopus caudatus","Frostfish"
"781",37440002,"N9.3",1099,10082040,"(null)","Lepidopus caudatus","Frostfish"
"782",37440002,"N9.3",1190,10082036,"(null)","Lepidopus caudatus","Frostfish"
"783",37440002,"N9.3",1245,10081961,"(null)","Lepidopus caudatus","Frostfish"
"784",37228002,"N9.2",1175,10082030,"shot 3","Genypterus blacodes","Pink Ling"
"785",37228002,"N9.2",1080,10082084,"(null)","Genypterus blacodes","Pink Ling"
"786",37228002,"N9.2",850,10082068,"(null)","Genypterus blacodes","Pink Ling"
"787",37228002,"N9.2",610,10082124,"(null)","Genypterus blacodes","Pink Ling"
"788",37228002,"N9.2",683,10082093,"(null)","Genypterus blacodes","Pink Ling"
"789",37228002,"N9.2",666,10082090,"(null)","Genypterus blacodes","Pink Ling"
"790",37287093,"N9.2",323,NA,"samples mixed up","Helicolenus barathri","Bigeye Ocean Perch"
"791",37287093,"N9.2",155,NA,"samples mixed up","Helicolenus barathri","Bigeye Ocean Perch"
"792",37287093,"N9.2",198,NA,"samples mixed up","Helicolenus barathri","Bigeye Ocean Perch"
"793",37287093,"N9.2",212,NA,"samples mixed up","Helicolenus barathri","Bigeye Ocean Perch"
"794",37287093,"N9.2",110,NA,"samples mixed up","Helicolenus barathri","Bigeye Ocean Perch"
"795",37227001,"N9.2",304,10082139,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"796",37227001,"N9.2",660,10082190,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"797",37227001,"N9.2",436,10082130,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"798",37227001,"N9.2",858,10082171,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"799",37227001,"N9.2",333,10082053,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"800",37227001,"N9.2",546,10082114,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"801",37227001,"N9.2",336,10082258,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"802",37227001,"N9.2",359,10082117,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"803",37227001,"N9.2",308,10082228,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"804",37227001,"N9.2",670,10082200,"(null)","Macruronus novaezelandiae","Blue Grenadier"
"805",37296001,"N11.1",348,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"806",37296001,"N11.1",287,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"807",37296001,"N11.1",452,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"808",37296001,"N11.1",432,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"809",37296001,"N11.1",282,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"810",37296001,"N11.1",293,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"811",37296001,"N11.1",350,NA,"(null)","Platycephalus richardsoni","Tiger Flathead"
"812",37038004,"N11.1",298,10082257,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"813",37038004,"N11.1",249,10081730,"immature","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"814",37038004,"N11.1",255,10082195,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"815",37038004,"N11.1",318,10082238,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"816",37038004,"N11.1",309,10082082,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"817",37038004,"N11.1",264,10082202,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"818",37038004,"N11.1",311,10082170,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"819",37038001,"N11.1",590,10081725,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"820",37038001,"N11.1",339,10082143,"immature","Urolophus bucculentus","Sandyback Stingaree"
"821",37445006,"N11.1",199,10081726,"otolith with tissue","Seriolella punctata","Silver Warehou"
"822",37445006,"N11.1",223,10081695,"otolith with tissue","Seriolella punctata","Silver Warehou"
"823",37445006,"N11.1",204,10082144,"(null)","Seriolella punctata","Silver Warehou"
"824",37445006,"N11.1",207,10082174,"otolith with tissue","Seriolella punctata","Silver Warehou"
"825",37038014,"N11.1",678,10082001,"(null)","Trygonoptera imitata","Eastern Shovelnose Stingaree"
"826",37038007,"N11.3",372,10081975,"pupping","Urolophus viridis","Greenback Stingaree"
"827",37038007,"N11.3",233,10082245,"(null)","Urolophus viridis","Greenback Stingaree"
"828",37038007,"N11.3",321,10082244,"(null)","Urolophus viridis","Greenback Stingaree"
"829",37038007,"N11.3",309,10082275,"(null)","Urolophus viridis","Greenback Stingaree"
"830",37038007,"N11.3",239,10082269,"immature","Urolophus viridis","Greenback Stingaree"
"831",37038007,"N11.3",306,10082249,"(null)","Urolophus viridis","Greenback Stingaree"
"832",37038007,"N11.3",311,10082135,"(null)","Urolophus viridis","Greenback Stingaree"
"833",37038007,"N11.3",267,10082175,"(null)","Urolophus viridis","Greenback Stingaree"
"834",37038007,"N11.3",277,10082164,"(null)","Urolophus viridis","Greenback Stingaree"
"835",37038007,"N11.3",241,10082146,"(null)","Urolophus viridis","Greenback Stingaree"
"836",37038004,"N11.3",260,10082125,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"837",37038004,"N11.3",304,10082066,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"838",37038004,"N11.3",283,10082247,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"839",37038004,"N11.3",265,10082274,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
